REG_ID,BAT_ID,SORTORDER
125,565,465511
125,180,465655
125,567,465673
125,568,466277
125,583,466645
125,534,467289
125,584,467897
125,585,468062
125,586,468065
125,587,468067
125,144,468081
125,170,468100
127,109,468121
127,110,469337
127,113,469989
127,114,470758
127,144,471515
127,111,471522
127,115,471579
127,589,471604
127,116,471606
127,165,471608
127,157,471623
127,158,471755
129,109,471831
129,528,473061
129,111,474422
129,112,475335
129,265,476248
130,807,476286
131,807,479923
132,109,482653
132,591,483894
132,592,484694
133,109,484732
134,593,485551
134,594,485557
134,595,485577
134,112,485579
134,265,485739
136,109,485751
136,110,487020
136,111,488484
136,157,488509
136,158,488905
136,165,489468
136,113,489469
136,114,490464
136,115,491093
136,116,491292
136,117,492228
136,118,492245
136,120,492251
136,121,492281
136,122,492289
136,597,492293
136,589,492337
136,598,492339
136,599,492341
136,600,492342
136,601,492343
138,109,492344
138,110,493582
138,111,494990
138,112,495591
138,113,496917
138,114,496959
138,187,497004
138,570,497784
138,571,497790
138,602,497794
138,572,497796
138,603,498530
138,604,498538
138,605,498541
138,573,498544
138,574,498621
138,606,498650
138,607,498654
138,608,498701
138,609,498919
146,162,543186
146,163,543966
146,123,544851
146,124,545236
146,125,545237
148,109,545239
148,110,546109
148,111,546166
148,112,546205
148,236,546453
148,159,546782
148,160,547064
148,180,547275
148,183,547287
148,166,547938
148,115,548343
148,116,549241
148,117,550110
148,118,550382
148,120,550391
148,121,550398
148,122,550467
148,144,550480
148,405,550495
150,109,550499
150,110,551056
150,298,552213
150,144,552250
150,679,552285
150,680,552364
150,681,553100
150,682,553593
150,683,553603
150,564,553710
150,565,554475
150,684,554699
150,685,554706
150,533,555361
150,369,555599
150,370,556297
150,276,556829
150,535,557398
150,686,557403
150,687,557830
150,688,558295
150,539,558619
150,689,558624
150,690,558652
150,542,558655
150,691,558679
150,692,558682
150,693,558683
150,694,558684
152,109,558685
152,110,559881
152,111,561266
152,112,561288
152,113,561291
152,114,561298
152,115,561481
152,116,561803
152,197,562103
152,117,562147
152,118,562402
152,120,562723
152,695,563007
152,121,563070
152,122,563731
152,161,564171
152,162,564567
152,163,565035
152,123,565193
152,124,565199
152,125,565210
152,126,565211
152,170,565214
152,696,565242
154,109,565327
154,110,566378
154,111,566674
154,112,566691
154,113,566711
154,114,566916
154,308,567095
154,115,567103
154,116,567320
154,316,567555
154,117,567709
154,118,568412
154,170,568416
154,220,568464
154,698,568496
156,109,568509
156,110,569131
156,111,569379
156,700,569410
156,113,569418
156,114,569911
156,144,570376
158,109,570380
158,110,571856
158,111,572975
158,165,573021
158,113,573030
158,114,573034
158,115,573874
158,116,575074
158,117,575742
158,118,575752
158,120,576314
158,122,576851
158,163,576853
158,125,576855
158,157,576862
158,159,576911
158,158,577040
158,231,577395
158,226,577402
158,702,577582
158,703,577662
158,704,577728
158,351,577734
158,705,577765
158,706,577769
158,707,577783
158,416,577806
158,380,577808
158,383,577809
158,708,577810
158,709,577812
158,710,577815
158,711,577818
158,712,577820
158,713,577823
158,714,577833
158,715,577842
158,716,577847
158,717,577848
158,718,577852
158,719,577856
158,720,577857
158,721,577860
158,722,577861
158,723,577863
158,724,577865
158,725,577867
158,726,577868
158,727,577869
158,728,577870
160,109,577871
160,110,579466
160,111,581015
160,112,581924
160,113,582320
160,114,582347
160,115,582372
160,116,583055
160,117,583904
160,118,584797
160,120,585353
160,121,585993
160,122,586761
160,161,587542
160,162,587549
160,163,587556
160,729,588257
160,127,588271
160,128,588287
177,795,645095
178,807,645324
179,807,645325
180,807,645339
181,807,645360
184,109,645449
184,110,646805
184,111,648004
184,112,648045
184,808,648062
184,160,648482
184,809,648729
184,810,648798
184,166,649366
184,187,649931
184,167,650326
184,406,650895
184,811,650914
184,189,651612
184,117,651788
184,118,652422
184,120,653246
184,121,653880
184,122,653885
184,161,653903
184,162,654761
184,163,655514
184,123,656170
184,124,656185
184,812,656192
184,144,656196
184,813,656227
184,171,656229
184,170,656230
186,109,656256
186,110,657457
186,111,658014
186,157,658076
186,158,658435
186,226,658445
186,815,658448
186,160,658967
186,181,658980
186,183,658985
186,166,658986
186,185,658994
186,115,658995
186,116,660109
186,117,660782
186,118,661801
186,120,661823
186,121,661824
186,144,661958
186,170,661964
160,129,588292
160,130,588293
160,131,588294
160,730,588300
160,731,588301
160,732,588360
160,696,588361
160,734,588506
160,735,588514
160,736,588531
160,737,588692
160,738,588735
160,739,588770
160,740,588884
160,741,588885
160,742,588887
160,743,588892
160,744,588900
160,745,588920
160,746,588963
160,747,588993
160,748,589008
160,749,589046
160,750,589071
160,751,589105
162,753,589113
162,754,602417
162,806,602425
162,755,602845
164,807,603012
166,757,604420
166,758,606119
166,759,607398
166,760,608673
166,761,609826
166,762,609858
111,753,609891
183,807,610729
166,765,610764
166,766,611973
166,767,613358
166,768,613754
166,769,614894
166,770,615930
166,771,617190
166,772,618474
166,773,618482
166,774,618498
166,775,618538
166,776,620209
166,777,621643
166,778,622251
166,779,623234
166,780,623286
166,781,623643
166,782,623669
166,783,624861
166,784,625818
166,785,626791
166,786,627776
166,787,628868
166,788,629626
166,816,630479
166,817,631866
166,439,632846
168,109,632925
168,110,634045
168,111,634737
168,112,634781
168,113,634872
168,114,635144
168,115,636494
168,116,637556
168,117,638141
168,118,638145
